Sorting Algorithm,Array Size,Generation Mode,Number of Runs,Average Time,Minimum Time,Maximum Time,Number of Comparisons,Number of Interchanges
Selection Sort,1000,NEARLY_SORTED,10,781330.0,451600.0,2211500.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,98470.0,89400.0,105700.0,26385,9050
Quick Sort,1000,NEARLY_SORTED,10,87070.0,79200.0,98300.0,11851,7496
Merge Sort,1000,RANDOM,10,176700.0,134300.0,236900.0,8729,9976
Bubble Sort,1000,RANDOM,10,1309170.0,1125000.0,1698600.0,499035,254115
Insertion Sort,1000,RANDOM,10,195310.0,174000.0,207100.0,255106,254115
Selection Sort,1000,RANDOM,10,393400.0,350900.0,468000.0,499500,1000
Heap Sort,1000,RANDOM,10,109040.0,97400.0,120100.0,26403,9069
Quick Sort,1000,RANDOM,10,107150.0,85200.0,180200.0,10263,6864
Merge Sort,1000,SORTED,10,118810.0,90600.0,179000.0,5044,9976
Bubble Sort,1000,SORTED,10,1080.0,1000.0,1400.0,999,0
Insertion Sort,1000,SORTED,10,2560.0,2200.0,2900.0,999,0
Selection Sort,1000,SORTED,10,506880.0,337500.0,940100.0,499500,1000
Heap Sort,1000,SORTED,10,559870.0,82100.0,4693400.0,27783,9706
Quick Sort,1000,SORTED,10,119110.0,56300.0,494200.0,11312,7536
Merge Sort,1000,INVERSELY_SORTED,10,121530.0,112000.0,134800.0,4933,9976
Bubble Sort,1000,INVERSELY_SORTED,10,1047300.0,713000.0,2576400.0,499500,499494
Insertion Sort,1000,INVERSELY_SORTED,10,382130.0,300100.0,662200.0,499500,499494
Selection Sort,1000,INVERSELY_SORTED,10,681450.0,491800.0,867400.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,84620.0,67500.0,110800.0,24783,8317
Quick Sort,1000,INVERSELY_SORTED,10,106740.0,68400.0,223400.0,10946,6583
Merge Sort,1000,NEARLY_SORTED,10,221970.0,154200.0,382100.0,8683,9976
Bubble Sort,1000,NEARLY_SORTED,10,1399170.0,1194300.0,1660800.0,497670,243955
Insertion Sort,1000,NEARLY_SORTED,10,179030.0,117900.0,283200.0,244952,243955
Selection Sort,1000,NEARLY_SORTED,10,494170.0,353900.0,612600.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,79340.0,70700.0,110800.0,26431,9082
Quick Sort,1000,NEARLY_SORTED,10,67570.0,65600.0,72300.0,11273,7292
Merge Sort,1000,RANDOM,10,181710.0,134600.0,233700.0,8697,9976
Bubble Sort,1000,RANDOM,10,1432280.0,1239000.0,1559700.0,498554,254281
Insertion Sort,1000,RANDOM,10,167000.0,121800.0,216500.0,255275,254281
Selection Sort,1000,RANDOM,10,476700.0,369600.0,610500.0,499500,1000
Heap Sort,1000,RANDOM,10,130260.0,90800.0,331800.0,26444,9079
Quick Sort,1000,RANDOM,10,119260.0,91900.0,174100.0,11746,6771
Merge Sort,1000,SORTED,10,213060.0,103800.0,752200.0,5044,9976
Bubble Sort,1000,SORTED,10,1820.0,900.0,7000.0,999,0
Insertion Sort,1000,SORTED,10,2520.0,2100.0,2900.0,999,0
Selection Sort,1000,SORTED,10,405270.0,296900.0,707700.0,499500,1000
Heap Sort,1000,SORTED,10,71310.0,57100.0,96100.0,27792,9708
Quick Sort,1000,SORTED,10,57230.0,46900.0,73400.0,11033,7465
Merge Sort,1000,INVERSELY_SORTED,10,179180.0,102700.0,301300.0,4934,9976
Bubble Sort,1000,INVERSELY_SORTED,10,731470.0,708800.0,777400.0,499500,499496
Insertion Sort,1000,INVERSELY_SORTED,10,242110.0,228100.0,331400.0,499500,499496
Selection Sort,1000,INVERSELY_SORTED,10,780800.0,489500.0,1876900.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,94770.0,85000.0,105600.0,24782,8316
Quick Sort,1000,INVERSELY_SORTED,10,67780.0,61300.0,77100.0,10892,6943
Merge Sort,1000,NEARLY_SORTED,10,166960.0,135600.0,226300.0,8734,9976
Bubble Sort,1000,NEARLY_SORTED,10,1409520.0,1113600.0,1861400.0,499094,244351
Insertion Sort,1000,NEARLY_SORTED,10,166280.0,138500.0,186100.0,245342,244351
Selection Sort,1000,NEARLY_SORTED,10,374670.0,349900.0,433000.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,93180.0,75100.0,111800.0,26426,9077
Quick Sort,1000,NEARLY_SORTED,10,95640.0,84600.0,118200.0,11282,6624
Merge Sort,1000,RANDOM,10,235920.0,106000.0,444600.0,8719,9976
Bubble Sort,1000,RANDOM,10,1343180.0,1232500.0,1591500.0,499409,245974
Insertion Sort,1000,RANDOM,10,134480.0,118000.0,164300.0,246967,245974
Selection Sort,1000,RANDOM,10,502110.0,437800.0,627800.0,499500,1000
Heap Sort,1000,RANDOM,10,116440.0,93100.0,256000.0,26497,9111
Quick Sort,1000,RANDOM,10,104610.0,84400.0,128300.0,11361,6869
Merge Sort,1000,SORTED,10,157560.0,100000.0,247400.0,5044,9976
Bubble Sort,1000,SORTED,10,1330.0,900.0,4900.0,999,0
Insertion Sort,1000,SORTED,10,2810.0,2100.0,6500.0,999,0
Selection Sort,1000,SORTED,10,325780.0,299600.0,397000.0,499500,1000
Heap Sort,1000,SORTED,10,59520.0,56700.0,64400.0,27788,9707
Quick Sort,1000,SORTED,10,42500.0,40200.0,48500.0,11031,6634
Merge Sort,1000,INVERSELY_SORTED,10,102230.0,62600.0,164000.0,4936,9976
Bubble Sort,1000,INVERSELY_SORTED,10,710260.0,693500.0,734200.0,499500,499496
Insertion Sort,1000,INVERSELY_SORTED,10,414220.0,334300.0,596100.0,499500,499496
Selection Sort,1000,INVERSELY_SORTED,10,760610.0,652400.0,938800.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,84510.0,73500.0,99600.0,24780,8315
Quick Sort,1000,INVERSELY_SORTED,10,52690.0,46400.0,71600.0,12161,7934
Merge Sort,1000,NEARLY_SORTED,10,175580.0,145500.0,190100.0,8708,9976
Bubble Sort,1000,NEARLY_SORTED,10,1342630.0,1245500.0,1652000.0,499290,250916
Insertion Sort,1000,NEARLY_SORTED,10,165550.0,140300.0,231900.0,251910,250916
Selection Sort,1000,NEARLY_SORTED,10,517160.0,379800.0,601300.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,95610.0,85100.0,110900.0,26400,9062
Quick Sort,1000,NEARLY_SORTED,10,109920.0,81500.0,136700.0,10775,6358
Merge Sort,1000,RANDOM,10,238940.0,184300.0,337900.0,8725,9976
Bubble Sort,1000,RANDOM,10,1692600.0,1071400.0,3575100.0,499149,252243
Insertion Sort,1000,RANDOM,10,166460.0,138200.0,199900.0,253236,252243
Selection Sort,1000,RANDOM,10,585810.0,449800.0,715500.0,499500,1000
Heap Sort,1000,RANDOM,10,247500.0,90700.0,1294700.0,26393,9057
Quick Sort,1000,RANDOM,10,116700.0,103400.0,144600.0,10913,6433
Merge Sort,1000,SORTED,10,131570.0,107100.0,160800.0,5044,9976
Bubble Sort,1000,SORTED,10,1150.0,900.0,1800.0,999,0
Insertion Sort,1000,SORTED,10,2990.0,2600.0,3500.0,999,0
Selection Sort,1000,SORTED,10,1274250.0,475300.0,5860500.0,499500,1000
Heap Sort,1000,SORTED,10,97430.0,79200.0,190300.0,27794,9711
Quick Sort,1000,SORTED,10,60260.0,57200.0,68600.0,10604,6502
Merge Sort,1000,INVERSELY_SORTED,10,156110.0,111000.0,330800.0,4940,9976
Bubble Sort,1000,INVERSELY_SORTED,10,718650.0,685400.0,745900.0,499500,499490
Insertion Sort,1000,INVERSELY_SORTED,10,372510.0,353900.0,405700.0,499500,499490
Selection Sort,1000,INVERSELY_SORTED,10,1014320.0,666400.0,2713200.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,88800.0,73900.0,97800.0,24781,8313
Quick Sort,1000,INVERSELY_SORTED,10,68210.0,63800.0,75800.0,10938,6785
Merge Sort,1000,NEARLY_SORTED,10,176140.0,152800.0,194700.0,8711,9976
Bubble Sort,1000,NEARLY_SORTED,10,1457270.0,1163300.0,1888200.0,498510,247378
Insertion Sort,1000,NEARLY_SORTED,10,196900.0,172500.0,284300.0,248369,247378
Selection Sort,1000,NEARLY_SORTED,10,643670.0,521700.0,895800.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,139330.0,117200.0,154800.0,26486,9097
Quick Sort,1000,NEARLY_SORTED,10,104110.0,91100.0,139000.0,11575,6267
Merge Sort,1000,RANDOM,10,191390.0,184600.0,221700.0,8703,9976
Bubble Sort,1000,RANDOM,10,1408900.0,1202600.0,1712600.0,498465,236831
Insertion Sort,1000,RANDOM,10,159660.0,140900.0,184400.0,237822,236831
Selection Sort,1000,RANDOM,10,377380.0,356300.0,440700.0,499500,1000
Heap Sort,1000,RANDOM,10,101130.0,73400.0,117400.0,26422,9083
Quick Sort,1000,RANDOM,10,85350.0,82500.0,91800.0,9906,6379
Merge Sort,1000,SORTED,10,120290.0,93300.0,160600.0,5044,9976
Bubble Sort,1000,SORTED,10,1040.0,900.0,1600.0,999,0
Insertion Sort,1000,SORTED,10,3170.0,2800.0,3400.0,999,0
Selection Sort,1000,SORTED,10,429650.0,355300.0,527900.0,499500,1000
Heap Sort,1000,SORTED,10,91840.0,83800.0,105700.0,27780,9700
Quick Sort,1000,SORTED,10,61010.0,54000.0,71700.0,11124,6421
Merge Sort,1000,INVERSELY_SORTED,10,109510.0,94700.0,133000.0,4935,9976
Bubble Sort,1000,INVERSELY_SORTED,10,770980.0,687200.0,837300.0,499500,499494
Insertion Sort,1000,INVERSELY_SORTED,10,452290.0,291600.0,1090900.0,499500,499494
Selection Sort,1000,INVERSELY_SORTED,10,743550.0,634500.0,819800.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,94210.0,69400.0,205900.0,24782,8316
Quick Sort,1000,INVERSELY_SORTED,10,141150.0,63900.0,557100.0,10493,6730
Merge Sort,1000,NEARLY_SORTED,10,229190.0,163900.0,495100.0,8721,9976
Bubble Sort,1000,NEARLY_SORTED,10,1486440.0,1064900.0,2970300.0,498015,251041
Insertion Sort,1000,NEARLY_SORTED,10,189850.0,158600.0,367000.0,252038,251041
Selection Sort,1000,NEARLY_SORTED,10,492980.0,390100.0,709600.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,100610.0,82000.0,114900.0,26381,9062
Quick Sort,1000,NEARLY_SORTED,10,98170.0,78800.0,111300.0,11392,6484
Merge Sort,1000,RANDOM,10,247080.0,156500.0,345000.0,8695,9976
Bubble Sort,1000,RANDOM,10,1533030.0,1113600.0,2384000.0,498797,253650
Insertion Sort,1000,RANDOM,10,140750.0,120800.0,197200.0,254642,253650
Selection Sort,1000,RANDOM,10,601200.0,401700.0,927700.0,499500,1000
Heap Sort,1000,RANDOM,10,75770.0,69500.0,88300.0,26384,9052
Quick Sort,1000,RANDOM,10,67000.0,65000.0,70800.0,10630,6603
Merge Sort,1000,SORTED,10,94940.0,90900.0,105800.0,5044,9976
Bubble Sort,1000,SORTED,10,730.0,500.0,2100.0,999,0
Insertion Sort,1000,SORTED,10,1940.0,1700.0,3400.0,999,0
Selection Sort,1000,SORTED,10,420780.0,376200.0,525600.0,499500,1000
Heap Sort,1000,SORTED,10,92360.0,75400.0,145800.0,27789,9709
Quick Sort,1000,SORTED,10,260870.0,52400.0,1130600.0,11068,6929
Merge Sort,1000,INVERSELY_SORTED,10,144640.0,108400.0,185200.0,4934,9976
Bubble Sort,1000,INVERSELY_SORTED,10,951450.0,698500.0,2477500.0,499500,499498
Insertion Sort,1000,INVERSELY_SORTED,10,358770.0,287600.0,575700.0,499500,499498
Selection Sort,1000,INVERSELY_SORTED,10,720620.0,639700.0,795700.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,132560.0,72900.0,306800.0,24784,8317
Quick Sort,1000,INVERSELY_SORTED,10,83940.0,68700.0,104700.0,10211,6583
Merge Sort,1000,NEARLY_SORTED,10,258440.0,156500.0,512100.0,8713,9976
Bubble Sort,1000,NEARLY_SORTED,10,1453380.0,1209900.0,1887000.0,498939,243875
Insertion Sort,1000,NEARLY_SORTED,10,120490.0,116200.0,127600.0,244867,243875
Selection Sort,1000,NEARLY_SORTED,10,463440.0,430900.0,511300.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,99030.0,73300.0,142800.0,26519,9121
Quick Sort,1000,NEARLY_SORTED,10,72730.0,64900.0,84800.0,10075,6096
Merge Sort,1000,RANDOM,10,177940.0,161400.0,204700.0,8723,9976
Bubble Sort,1000,RANDOM,10,1403250.0,1078200.0,1895100.0,499224,248043
Insertion Sort,1000,RANDOM,10,185260.0,142500.0,330400.0,249036,248043
Selection Sort,1000,RANDOM,10,394860.0,349000.0,580300.0,499500,1000
Heap Sort,1000,RANDOM,10,105860.0,91800.0,118700.0,26366,9065
Quick Sort,1000,RANDOM,10,91390.0,88500.0,96900.0,10724,6975
Merge Sort,1000,SORTED,10,122930.0,94100.0,188700.0,5044,9976
Bubble Sort,1000,SORTED,10,1050.0,900.0,1500.0,999,0
Insertion Sort,1000,SORTED,10,2530.0,1900.0,3000.0,999,0
Selection Sort,1000,SORTED,10,545760.0,425200.0,749000.0,499500,1000
Heap Sort,1000,SORTED,10,87270.0,81700.0,94300.0,27800,9712
Quick Sort,1000,SORTED,10,61300.0,57500.0,72500.0,11181,6691
Merge Sort,1000,INVERSELY_SORTED,10,126760.0,111600.0,170700.0,4932,9976
Bubble Sort,1000,INVERSELY_SORTED,10,773670.0,682600.0,1157000.0,499500,499499
Insertion Sort,1000,INVERSELY_SORTED,10,261000.0,228000.0,371600.0,499500,499499
Selection Sort,1000,INVERSELY_SORTED,10,906310.0,501200.0,2161400.0,499500,1000
Heap Sort,1000,INVERSELY_SORTED,10,60720.0,55700.0,73000.0,24782,8316
Quick Sort,1000,INVERSELY_SORTED,10,48870.0,46400.0,54100.0,10560,6849
Merge Sort,1000,NEARLY_SORTED,10,164550.0,132700.0,211000.0,8700,9976
Bubble Sort,1000,NEARLY_SORTED,10,1366960.0,1054700.0,2264200.0,497085,253558
Insertion Sort,1000,NEARLY_SORTED,10,246500.0,141400.0,718700.0,254549,253558
Selection Sort,1000,NEARLY_SORTED,10,376050.0,348000.0,464800.0,499500,1000
Heap Sort,1000,NEARLY_SORTED,10,98530.0,73100.0,195200.0,26384,9066
Quick Sort,1000,NEARLY_SORTED,10,74430.0,64800.0,90100.0,11074,7289
Merge Sort,2500,RANDOM,10,756090.0,441600.0,1529300.0,25114,28404
Bubble Sort,2500,RANDOM,10,8620010.0,7759400.0,9596400.0,3123285,1574642
Insertion Sort,2500,RANDOM,10,975720.0,718700.0,1241400.0,1577133,1574642
Selection Sort,2500,RANDOM,10,2975030.0,2524000.0,3666300.0,3123750,2500
Heap Sort,2500,RANDOM,10,428090.0,292100.0,874200.0,76079,26007
Quick Sort,2500,RANDOM,10,243360.0,225100.0,276200.0,32124,20449
Merge Sort,2500,SORTED,10,675050.0,228500.0,4497200.0,14752,28404
Bubble Sort,2500,SORTED,10,2680.0,2400.0,4100.0,2499,0
Insertion Sort,2500,SORTED,10,7040.0,5700.0,8600.0,2499,0
Selection Sort,2500,SORTED,10,2985620.0,1893400.0,3565000.0,3123750,2500
Heap Sort,2500,SORTED,10,233500.0,173300.0,276300.0,79947,27720
Quick Sort,2500,SORTED,10,120180.0,104400.0,159900.0,36130,21410
Merge Sort,2500,INVERSELY_SORTED,10,503950.0,253600.0,1097200.0,13668,28404
Bubble Sort,2500,INVERSELY_SORTED,10,5082740.0,4481200.0,6852300.0,3123750,3123716
Insertion Sort,2500,INVERSELY_SORTED,10,1732840.0,1393600.0,2808400.0,3123750,3123716
Selection Sort,2500,INVERSELY_SORTED,10,3667880.0,3081600.0,5570400.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,301440.0,248000.0,425100.0,72183,24233
Quick Sort,2500,INVERSELY_SORTED,10,155480.0,120000.0,263700.0,32472,19981
Merge Sort,2500,NEARLY_SORTED,10,392960.0,383200.0,429600.0,25080,28404
Bubble Sort,2500,NEARLY_SORTED,10,8547310.0,6448900.0,1.15459E7,3120747,1535265
Insertion Sort,2500,NEARLY_SORTED,10,940330.0,699800.0,1474400.0,1537756,1535265
Selection Sort,2500,NEARLY_SORTED,10,2.153516E7,3618700.0,6.82179E7,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,441870.0,290000.0,992000.0,76315,26122
Quick Sort,2500,NEARLY_SORTED,10,773370.0,231800.0,4336600.0,31898,18271
Merge Sort,2500,RANDOM,10,3562430.0,529500.0,1.66591E7,25121,28404
Bubble Sort,2500,RANDOM,10,4.283886E7,1.31391E7,1.455086E8,3118700,1560145
Insertion Sort,2500,RANDOM,10,2417930.0,1184300.0,8093500.0,1562631,1560145
Selection Sort,2500,RANDOM,10,5934320.0,3082700.0,8788800.0,3123750,2500
Heap Sort,2500,RANDOM,10,909940.0,330700.0,5055000.0,76122,26046
Quick Sort,2500,RANDOM,10,681610.0,231300.0,1665400.0,30108,19606
Merge Sort,2500,SORTED,10,588260.0,358100.0,1046200.0,14752,28404
Bubble Sort,2500,SORTED,10,2550.0,2300.0,3500.0,2499,0
Insertion Sort,2500,SORTED,10,28490.0,5600.0,199300.0,2499,0
Selection Sort,2500,SORTED,10,4407800.0,3157100.0,5786000.0,3123750,2500
Heap Sort,2500,SORTED,10,857430.0,268600.0,2062100.0,80031,27759
Quick Sort,2500,SORTED,10,181250.0,160000.0,238700.0,30810,18013
Merge Sort,2500,INVERSELY_SORTED,10,1936410.0,321800.0,8542700.0,13672,28404
Bubble Sort,2500,INVERSELY_SORTED,10,7266880.0,5193100.0,1.09029E7,3123750,3123721
Insertion Sort,2500,INVERSELY_SORTED,10,3518730.0,2040500.0,7864600.0,3123750,3123721
Selection Sort,2500,INVERSELY_SORTED,10,5022820.0,4141200.0,6717400.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,311400.0,260400.0,437000.0,72163,24221
Quick Sort,2500,INVERSELY_SORTED,10,174980.0,166300.0,182700.0,31640,21647
Merge Sort,2500,NEARLY_SORTED,10,691670.0,646200.0,846000.0,25117,28404
Bubble Sort,2500,NEARLY_SORTED,10,1.211456E7,7822100.0,2.03957E7,3123189,1556000
Insertion Sort,2500,NEARLY_SORTED,10,1695750.0,1011300.0,4084800.0,1558488,1556000
Selection Sort,2500,NEARLY_SORTED,10,1.243359E7,3156500.0,3.27139E7,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,862570.0,292200.0,2652400.0,76107,26049
Quick Sort,2500,NEARLY_SORTED,10,494990.0,271700.0,1445000.0,34314,23179
Merge Sort,2500,RANDOM,10,3222740.0,481600.0,1.22463E7,25149,28404
Bubble Sort,2500,RANDOM,10,9212590.0,8097000.0,1.23901E7,3123155,1611060
Insertion Sort,2500,RANDOM,10,1270590.0,1057100.0,1466000.0,1613554,1611060
Selection Sort,2500,RANDOM,10,2.228917E7,2897100.0,1.196883E8,3123750,2500
Heap Sort,2500,RANDOM,10,3448190.0,305500.0,1.554E7,76141,26049
Quick Sort,2500,RANDOM,10,539860.0,257900.0,2757400.0,31947,16641
Merge Sort,2500,SORTED,10,1729580.0,487400.0,4416300.0,14752,28404
Bubble Sort,2500,SORTED,10,6720.0,2300.0,43100.0,2499,0
Insertion Sort,2500,SORTED,10,26740.0,5500.0,211900.0,2499,0
Selection Sort,2500,SORTED,10,4792860.0,2762000.0,1.07642E7,3123750,2500
Heap Sort,2500,SORTED,10,326110.0,233900.0,625300.0,80039,27776
Quick Sort,2500,SORTED,10,494770.0,173100.0,2601000.0,32532,20119
Merge Sort,2500,INVERSELY_SORTED,10,481530.0,389000.0,957100.0,13668,28404
Bubble Sort,2500,INVERSELY_SORTED,10,5833360.0,4407200.0,8142500.0,3123750,3123721
Insertion Sort,2500,INVERSELY_SORTED,10,4880000.0,2499900.0,9592400.0,3123750,3123721
Selection Sort,2500,INVERSELY_SORTED,10,8879250.0,4545700.0,2.73218E7,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,428370.0,231500.0,1862400.0,72207,24242
Quick Sort,2500,INVERSELY_SORTED,10,222630.0,173900.0,542600.0,32491,21113
Merge Sort,2500,NEARLY_SORTED,10,1102040.0,583200.0,3545400.0,25130,28404
Bubble Sort,2500,NEARLY_SORTED,10,1.761705E7,6767700.0,3.17607E7,3120824,1546792
Insertion Sort,2500,NEARLY_SORTED,10,993430.0,705700.0,1285800.0,1549282,1546792
Selection Sort,2500,NEARLY_SORTED,10,3688360.0,2869100.0,5421300.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,365020.0,282500.0,530900.0,76209,26072
Quick Sort,2500,NEARLY_SORTED,10,357890.0,179000.0,1284400.0,34207,21153
Merge Sort,2500,RANDOM,10,499890.0,383000.0,1253200.0,25179,28404
Bubble Sort,2500,RANDOM,10,8045240.0,6956600.0,8977300.0,3120347,1524513
Insertion Sort,2500,RANDOM,10,1508190.0,979600.0,2521900.0,1527006,1524513
Selection Sort,2500,RANDOM,10,3458200.0,2529900.0,4760500.0,3123750,2500
Heap Sort,2500,RANDOM,10,233280.0,225800.0,261200.0,76199,26099
Quick Sort,2500,RANDOM,10,364900.0,186200.0,808000.0,36672,20512
Merge Sort,2500,SORTED,10,318480.0,245100.0,378500.0,14752,28404
Bubble Sort,2500,SORTED,10,2850.0,1300.0,14700.0,2499,0
Insertion Sort,2500,SORTED,10,4630.0,4300.0,5900.0,2499,0
Selection Sort,2500,SORTED,10,3170220.0,1868900.0,5559800.0,3123750,2500
Heap Sort,2500,SORTED,10,263570.0,184800.0,444200.0,79974,27745
Quick Sort,2500,SORTED,10,179580.0,107400.0,432400.0,34400,21762
Merge Sort,2500,INVERSELY_SORTED,10,361680.0,255900.0,506800.0,13673,28404
Bubble Sort,2500,INVERSELY_SORTED,10,4839670.0,4317900.0,5470200.0,3123750,3123717
Insertion Sort,2500,INVERSELY_SORTED,10,2410380.0,1477800.0,3697500.0,3123750,3123717
Selection Sort,2500,INVERSELY_SORTED,10,4966480.0,3574100.0,8441000.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,201270.0,175900.0,285500.0,72179,24232
Quick Sort,2500,INVERSELY_SORTED,10,174920.0,160100.0,239600.0,32836,19328
Merge Sort,2500,NEARLY_SORTED,10,524830.0,382700.0,703700.0,25081,28404
Bubble Sort,2500,NEARLY_SORTED,10,8629260.0,7028500.0,1.15348E7,3123189,1582689
Insertion Sort,2500,NEARLY_SORTED,10,1114180.0,722700.0,1581200.0,1585182,1582689
Selection Sort,2500,NEARLY_SORTED,10,2881200.0,2041500.0,3627800.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,264260.0,226600.0,373100.0,76248,26088
Quick Sort,2500,NEARLY_SORTED,10,350500.0,239500.0,708900.0,31182,18998
Merge Sort,2500,RANDOM,10,424410.0,305800.0,597300.0,25092,28404
Bubble Sort,2500,RANDOM,10,7965620.0,6902500.0,9222000.0,3123579,1543795
Insertion Sort,2500,RANDOM,10,743300.0,703100.0,920100.0,1546287,1543795
Selection Sort,2500,RANDOM,10,2974680.0,1988100.0,6269200.0,3123750,2500
Heap Sort,2500,RANDOM,10,419650.0,308600.0,804900.0,76142,26037
Quick Sort,2500,RANDOM,10,268770.0,219300.0,344800.0,35941,20122
Merge Sort,2500,SORTED,10,439030.0,260900.0,1085700.0,14752,28404
Bubble Sort,2500,SORTED,10,2440.0,2200.0,2900.0,2499,0
Insertion Sort,2500,SORTED,10,5600.0,5100.0,7200.0,2499,0
Selection Sort,2500,SORTED,10,2435360.0,1915400.0,2957200.0,3123750,2500
Heap Sort,2500,SORTED,10,250560.0,200300.0,535500.0,79924,27718
Quick Sort,2500,SORTED,10,187730.0,106600.0,591500.0,31245,19153
Merge Sort,2500,INVERSELY_SORTED,10,227370.0,160800.0,338500.0,13670,28404
Bubble Sort,2500,INVERSELY_SORTED,10,5395450.0,4190400.0,7493000.0,3123750,3123724
Insertion Sort,2500,INVERSELY_SORTED,10,2487370.0,1421600.0,4126000.0,3123749,3123724
Selection Sort,2500,INVERSELY_SORTED,10,4282170.0,3195500.0,5561800.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,193480.0,171500.0,359200.0,72162,24225
Quick Sort,2500,INVERSELY_SORTED,10,147520.0,119500.0,192500.0,31368,19200
Merge Sort,2500,NEARLY_SORTED,10,487900.0,387400.0,610800.0,25116,28404
Bubble Sort,2500,NEARLY_SORTED,10,7545210.0,6438000.0,8554100.0,3120009,1565959
Insertion Sort,2500,NEARLY_SORTED,10,839540.0,709100.0,1030000.0,1568451,1565959
Selection Sort,2500,NEARLY_SORTED,10,2208090.0,1976400.0,2742000.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,274000.0,230700.0,342000.0,76194,26070
Quick Sort,2500,NEARLY_SORTED,10,237300.0,171900.0,485000.0,33291,20254
Merge Sort,2500,RANDOM,10,457900.0,312800.0,605000.0,25089,28404
Bubble Sort,2500,RANDOM,10,7162970.0,6240200.0,8122500.0,3123425,1562768
Insertion Sort,2500,RANDOM,10,878660.0,683500.0,1179800.0,1565258,1562768
Selection Sort,2500,RANDOM,10,2227040.0,1960300.0,2559000.0,3123750,2500
Heap Sort,2500,RANDOM,10,236870.0,218000.0,267400.0,76194,26067
Quick Sort,2500,RANDOM,10,188690.0,166800.0,220400.0,32005,19024
Merge Sort,2500,SORTED,10,175380.0,143200.0,234100.0,14752,28404
Bubble Sort,2500,SORTED,10,1380.0,1300.0,2000.0,2499,0
Insertion Sort,2500,SORTED,10,4250.0,4200.0,4500.0,2499,0
Selection Sort,2500,SORTED,10,2343950.0,1854800.0,3656300.0,3123750,2500
Heap Sort,2500,SORTED,10,241590.0,171400.0,296100.0,79894,27700
Quick Sort,2500,SORTED,10,109810.0,102300.0,120500.0,30761,17668
Merge Sort,2500,INVERSELY_SORTED,10,283050.0,244000.0,375700.0,13669,28404
Bubble Sort,2500,INVERSELY_SORTED,10,4977200.0,4356000.0,6427800.0,3123750,3123720
Insertion Sort,2500,INVERSELY_SORTED,10,1750880.0,1411700.0,2123700.0,3123750,3123720
Selection Sort,2500,INVERSELY_SORTED,10,3396290.0,3048400.0,3981300.0,3123750,2500
Heap Sort,2500,INVERSELY_SORTED,10,177200.0,165400.0,203300.0,72170,24229
Quick Sort,2500,INVERSELY_SORTED,10,123950.0,114400.0,157600.0,29557,17454
Merge Sort,2500,NEARLY_SORTED,10,415440.0,368500.0,540200.0,25087,28404
Bubble Sort,2500,NEARLY_SORTED,10,7141710.0,6376300.0,8392600.0,3121920,1589829
Insertion Sort,2500,NEARLY_SORTED,10,773770.0,722100.0,1141700.0,1592323,1589829
Selection Sort,2500,NEARLY_SORTED,10,2530030.0,1957700.0,3967800.0,3123750,2500
Heap Sort,2500,NEARLY_SORTED,10,229360.0,225300.0,237200.0,76223,26099
Quick Sort,2500,NEARLY_SORTED,10,216610.0,177000.0,367900.0,30378,20790
Merge Sort,2500,RANDOM,10,575130.0,386200.0,953300.0,25153,28404
Bubble Sort,2500,RANDOM,10,7046770.0,6251700.0,8436900.0,3121797,1579623
Insertion Sort,2500,RANDOM,10,847590.0,690500.0,1277700.0,1582114,1579623
Selection Sort,2500,RANDOM,10,2280960.0,1953800.0,2902100.0,3123750,2500
Heap Sort,2500,RANDOM,10,239810.0,217400.0,269600.0,76083,26021
Quick Sort,2500,RANDOM,10,185860.0,171800.0,225000.0,32717,21062
Merge Sort,2500,SORTED,10,155650.0,143200.0,181300.0,14752,28404
Bubble Sort,2500,SORTED,10,1340.0,1300.0,1700.0,2499,0
Insertion Sort,2500,SORTED,10,4280.0,4200.0,4600.0,2499,0
Selection Sort,2500,SORTED,10,2256680.0,1860700.0,3520500.0,3123750,2500
