Sorting Algorithm,Array Size,Generation Mode,Number of Runs,Average Time,Minimum Time,Maximum Time,Number of Comparisons,Number of Interchanges
Insertion Sort,50,RANDOM,10,8130.0,6100.0,13500.0,688,642
Selection Sort,50,RANDOM,10,15890.0,10900.0,30000.0,1225,50
Heap Sort,50,RANDOM,10,9030.0,6100.0,23300.0,666,236
Quick Sort,50,RANDOM,10,7150.0,5900.0,10300.0,274,218
Merge Sort,50,SORTED,10,36620.0,7200.0,283700.0,153,286
Bubble Sort,50,SORTED,10,400.0,300.0,1200.0,49,0
Insertion Sort,50,SORTED,10,720.0,600.0,1200.0,49,0
Selection Sort,50,SORTED,10,9930.0,8500.0,13000.0,1225,50
Heap Sort,50,SORTED,10,8180.0,7400.0,9300.0,730,270
Quick Sort,50,SORTED,10,5880.0,4300.0,10100.0,253,179
Merge Sort,50,INVERSELY_SORTED,10,12150.0,9200.0,24900.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,18320.0,10800.0,59300.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,9620.0,7400.0,11500.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,10440.0,8500.0,14300.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,8160.0,5400.0,25700.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,6420.0,6000.0,7600.0,285,234
Merge Sort,50,NEARLY_SORTED,10,14900.0,13400.0,20000.0,220,286
Bubble Sort,50,NEARLY_SORTED,10,16370.0,11300.0,22600.0,1210,642
Insertion Sort,50,NEARLY_SORTED,10,4920.0,4700.0,5900.0,686,642
Selection Sort,50,NEARLY_SORTED,10,11690.0,11200.0,12400.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,5910.0,5200.0,8200.0,681,240
Quick Sort,50,NEARLY_SORTED,10,5990.0,5400.0,6900.0,239,183
Merge Sort,50,RANDOM,10,10970.0,8900.0,17100.0,224,286
Bubble Sort,50,RANDOM,10,11560.0,10600.0,13300.0,1210,571
Insertion Sort,50,RANDOM,10,6110.0,5500.0,8500.0,616,571
Selection Sort,50,RANDOM,10,9780.0,9200.0,11300.0,1225,50
Heap Sort,50,RANDOM,10,5470.0,3900.0,8900.0,679,239
Quick Sort,50,RANDOM,10,6170.0,4900.0,8800.0,244,174
Merge Sort,50,SORTED,10,9370.0,7600.0,15400.0,153,286
Bubble Sort,50,SORTED,10,410.0,300.0,900.0,49,0
Insertion Sort,50,SORTED,10,730.0,500.0,1200.0,49,0
Selection Sort,50,SORTED,10,8130.0,6900.0,9500.0,1225,50
Heap Sort,50,SORTED,10,5570.0,4800.0,8600.0,730,270
Quick Sort,50,SORTED,10,4510.0,4100.0,5800.0,291,215
Merge Sort,50,INVERSELY_SORTED,10,8390.0,7600.0,12100.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,12210.0,9200.0,18600.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,8210.0,7100.0,11100.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,10180.0,9300.0,12800.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,6760.0,4900.0,17000.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,6720.0,5700.0,8300.0,260,177
Merge Sort,50,NEARLY_SORTED,10,15880.0,13500.0,19500.0,230,286
Bubble Sort,50,NEARLY_SORTED,10,10540.0,9200.0,13200.0,1197,626
Insertion Sort,50,NEARLY_SORTED,10,5280.0,4500.0,8500.0,671,626
Selection Sort,50,NEARLY_SORTED,10,9010.0,8200.0,11600.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,8490.0,4000.0,38100.0,687,244
Quick Sort,50,NEARLY_SORTED,10,5900.0,5200.0,8600.0,254,203
Merge Sort,50,RANDOM,10,11320.0,10100.0,14100.0,230,286
Bubble Sort,50,RANDOM,10,12260.0,8800.0,35700.0,1170,616
Insertion Sort,50,RANDOM,10,5050.0,4100.0,9900.0,658,616
Selection Sort,50,RANDOM,10,8130.0,7500.0,10100.0,1225,50
Heap Sort,50,RANDOM,10,5290.0,4000.0,8800.0,676,240
Quick Sort,50,RANDOM,10,5340.0,4500.0,8700.0,250,188
Merge Sort,50,SORTED,10,9360.0,7800.0,13600.0,153,286
Bubble Sort,50,SORTED,10,380.0,300.0,1000.0,49,0
Insertion Sort,50,SORTED,10,610.0,500.0,1100.0,49,0
Selection Sort,50,SORTED,10,7640.0,7000.0,9000.0,1225,50
Heap Sort,50,SORTED,10,6450.0,5300.0,8300.0,730,270
Quick Sort,50,SORTED,10,5610.0,3900.0,11000.0,246,192
Merge Sort,50,INVERSELY_SORTED,10,8830.0,7800.0,11400.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,12890.0,9000.0,16800.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,9560.0,8600.0,13400.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,9900.0,9400.0,11200.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,5110.0,4300.0,7500.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,6150.0,4500.0,9500.0,243,199
Merge Sort,50,NEARLY_SORTED,10,10820.0,7800.0,19900.0,216,286
Bubble Sort,50,NEARLY_SORTED,10,13050.0,11300.0,14800.0,1225,546
Insertion Sort,50,NEARLY_SORTED,10,5970.0,4100.0,12500.0,591,546
Selection Sort,50,NEARLY_SORTED,10,12750.0,8300.0,26300.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,6930.0,4600.0,12800.0,682,242
Quick Sort,50,NEARLY_SORTED,10,18000.0,4600.0,94500.0,244,204
Merge Sort,50,RANDOM,10,14310.0,8700.0,27900.0,220,286
Bubble Sort,50,RANDOM,10,13780.0,10700.0,20000.0,1134,673
Insertion Sort,50,RANDOM,10,9020.0,4400.0,23000.0,718,673
Selection Sort,50,RANDOM,10,14300.0,9100.0,26400.0,1225,50
Heap Sort,50,RANDOM,10,6240.0,4700.0,10700.0,688,243
Quick Sort,50,RANDOM,10,7390.0,5000.0,14500.0,271,213
Merge Sort,50,SORTED,10,10890.0,8800.0,16100.0,153,286
Bubble Sort,50,SORTED,10,560.0,300.0,1900.0,49,0
Insertion Sort,50,SORTED,10,790.0,500.0,1700.0,49,0
Selection Sort,50,SORTED,10,8600.0,6900.0,13500.0,1225,50
Heap Sort,50,SORTED,10,6500.0,4700.0,12700.0,730,270
Quick Sort,50,SORTED,10,6660.0,3800.0,15500.0,237,214
Merge Sort,50,INVERSELY_SORTED,10,10600.0,6900.0,17700.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,12060.0,9500.0,19500.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,9530.0,7700.0,13400.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,8690.0,8000.0,9600.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,5790.0,4900.0,8300.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,5370.0,4400.0,7300.0,279,142
Merge Sort,50,NEARLY_SORTED,10,16440.0,8600.0,58100.0,222,286
Bubble Sort,50,NEARLY_SORTED,10,13950.0,10000.0,36700.0,1197,573
Insertion Sort,50,NEARLY_SORTED,10,5740.0,4300.0,11200.0,618,573
Selection Sort,50,NEARLY_SORTED,10,14180.0,8000.0,33200.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,9050.0,4200.0,31300.0,701,249
Quick Sort,50,NEARLY_SORTED,10,9100.0,4900.0,18300.0,295,239
Merge Sort,50,RANDOM,10,15130.0,8900.0,23400.0,213,286
Bubble Sort,50,RANDOM,10,16050.0,11200.0,26800.0,1215,826
Insertion Sort,50,RANDOM,10,7080.0,6300.0,9000.0,865,826
Selection Sort,50,RANDOM,10,10340.0,9200.0,12200.0,1225,50
Heap Sort,50,RANDOM,10,5650.0,4700.0,8100.0,664,236
Quick Sort,50,RANDOM,10,6070.0,5000.0,9000.0,231,208
Merge Sort,50,SORTED,10,45390.0,10500.0,342700.0,153,286
Bubble Sort,50,SORTED,10,380.0,300.0,1000.0,49,0
Insertion Sort,50,SORTED,10,700.0,600.0,1100.0,49,0
Selection Sort,50,SORTED,10,13830.0,7300.0,53900.0,1225,50
Heap Sort,50,SORTED,10,6940.0,6200.0,9100.0,730,270
Quick Sort,50,SORTED,10,5320.0,4200.0,9400.0,350,234
Merge Sort,50,INVERSELY_SORTED,10,11630.0,10100.0,13900.0,133,286
Bubble Sort,50,INVERSELY_SORTED,10,10500.0,9100.0,12300.0,1225,1225
Insertion Sort,50,INVERSELY_SORTED,10,16360.0,8100.0,86300.0,1225,1225
Selection Sort,50,INVERSELY_SORTED,10,9140.0,8200.0,10400.0,1225,50
Heap Sort,50,INVERSELY_SORTED,10,4780.0,4000.0,7800.0,612,207
Quick Sort,50,INVERSELY_SORTED,10,5800.0,4500.0,12900.0,234,188
Merge Sort,50,NEARLY_SORTED,10,10770.0,9500.0,14200.0,222,286
Bubble Sort,50,NEARLY_SORTED,10,13260.0,11300.0,17700.0,1189,555
Insertion Sort,50,NEARLY_SORTED,10,4980.0,4400.0,6200.0,600,555
Selection Sort,50,NEARLY_SORTED,10,8970.0,8300.0,10300.0,1225,50
Heap Sort,50,NEARLY_SORTED,10,5120.0,4000.0,9100.0,700,251
Quick Sort,50,NEARLY_SORTED,10,5990.0,4700.0,9100.0,276,199
Merge Sort,100,RANDOM,10,31690.0,24200.0,59800.0,545,672
Bubble Sort,100,RANDOM,10,81510.0,46100.0,209500.0,4922,2570
Insertion Sort,100,RANDOM,10,22470.0,17300.0,42800.0,2664,2570
Selection Sort,100,RANDOM,10,38440.0,36800.0,40600.0,4950,100
Heap Sort,100,RANDOM,10,12870.0,10100.0,18400.0,1635,572
Quick Sort,100,RANDOM,10,11740.0,10500.0,14200.0,726,567
Merge Sort,100,SORTED,10,20010.0,17600.0,22400.0,356,672
Bubble Sort,100,SORTED,10,920.0,600.0,1700.0,99,0
Insertion Sort,100,SORTED,10,1440.0,1100.0,1800.0,99,0
Selection Sort,100,SORTED,10,42290.0,29700.0,122700.0,4950,100
Heap Sort,100,SORTED,10,21230.0,12700.0,67600.0,1772,640
Quick Sort,100,SORTED,10,20200.0,11100.0,42600.0,649,467
Merge Sort,100,INVERSELY_SORTED,10,30040.0,18700.0,41600.0,316,672
Bubble Sort,100,INVERSELY_SORTED,10,59010.0,49000.0,85000.0,4950,4950
Insertion Sort,100,INVERSELY_SORTED,10,312780.0,29900.0,2737900.0,4950,4950
Selection Sort,100,INVERSELY_SORTED,10,39880.0,34800.0,45200.0,4950,100
Heap Sort,100,INVERSELY_SORTED,10,13930.0,9800.0,19000.0,1511,516
Quick Sort,100,INVERSELY_SORTED,10,16760.0,12300.0,23600.0,592,404
Merge Sort,100,NEARLY_SORTED,10,35320.0,28600.0,77400.0,545,672
Bubble Sort,100,NEARLY_SORTED,10,52130.0,42500.0,98500.0,4935,2296
Insertion Sort,100,NEARLY_SORTED,10,18370.0,16700.0,20700.0,2391,2296
Selection Sort,100,NEARLY_SORTED,10,40610.0,37700.0,44600.0,4950,100
Heap Sort,100,NEARLY_SORTED,10,16240.0,13700.0,20700.0,1664,584
Quick Sort,100,NEARLY_SORTED,10,4074410.0,12600.0,4.05352E7,720,512
Merge Sort,100,RANDOM,10,26510.0,21500.0,35700.0,532,672
Bubble Sort,100,RANDOM,10,101100.0,48900.0,208400.0,4922,2291
Insertion Sort,100,RANDOM,10,23240.0,22100.0,28200.0,2388,2291
Selection Sort,100,RANDOM,10,127820.0,39100.0,769900.0,4950,100
Heap Sort,100,RANDOM,10,18420.0,17000.0,20300.0,1668,587
Quick Sort,100,RANDOM,10,14170.0,11600.0,17600.0,598,416
Merge Sort,100,SORTED,10,33260.0,19700.0,85400.0,356,672
Bubble Sort,100,SORTED,10,840.0,500.0,2500.0,99,0
Insertion Sort,100,SORTED,10,1430.0,1100.0,3300.0,99,0
Selection Sort,100,SORTED,10,64760.0,33200.0,296000.0,4950,100
Heap Sort,100,SORTED,10,18310.0,17400.0,20500.0,1772,640
Quick Sort,100,SORTED,10,13450.0,11700.0,17900.0,698,589
Merge Sort,100,INVERSELY_SORTED,10,22160.0,18300.0,24700.0,316,672
Bubble Sort,100,INVERSELY_SORTED,10,95580.0,55600.0,149400.0,4950,4950
Insertion Sort,100,INVERSELY_SORTED,10,42700.0,37200.0,48400.0,4950,4950
Selection Sort,100,INVERSELY_SORTED,10,42280.0,38700.0,44300.0,4950,100
Heap Sort,100,INVERSELY_SORTED,10,14330.0,12200.0,19000.0,1511,516
Quick Sort,100,INVERSELY_SORTED,10,233810.0,9600.0,2235200.0,777,390
Merge Sort,100,NEARLY_SORTED,10,41670.0,21700.0,117100.0,541,672
Bubble Sort,100,NEARLY_SORTED,10,137150.0,48100.0,379700.0,4905,2611
Insertion Sort,100,NEARLY_SORTED,10,28190.0,21800.0,44400.0,2706,2611
Selection Sort,100,NEARLY_SORTED,10,93530.0,47700.0,431600.0,4950,100
Heap Sort,100,NEARLY_SORTED,10,16740.0,15400.0,20500.0,1666,583
Quick Sort,100,NEARLY_SORTED,10,15510.0,13400.0,18300.0,567,350
Merge Sort,100,RANDOM,10,26540.0,24300.0,35200.0,543,672
Bubble Sort,100,RANDOM,10,116140.0,61900.0,271200.0,4940,2777
Insertion Sort,100,RANDOM,10,116150.0,24000.0,620900.0,2871,2777
Selection Sort,100,RANDOM,10,45000.0,36900.0,51400.0,4950,100
Heap Sort,100,RANDOM,10,16340.0,14300.0,20100.0,1648,573
Quick Sort,100,RANDOM,10,14500.0,11600.0,17300.0,656,424
Merge Sort,100,SORTED,10,7419190.0,18400.0,7.39871E7,356,672
Bubble Sort,100,SORTED,10,280.0,100.0,1800.0,99,0
Insertion Sort,100,SORTED,10,13400.0,5500.0,70100.0,99,0
Selection Sort,100,SORTED,10,68150.0,31600.0,114700.0,4950,100
Heap Sort,100,SORTED,10,17720.0,15000.0,27900.0,1772,640
Quick Sort,100,SORTED,10,10990.0,8100.0,28000.0,648,491
Merge Sort,100,INVERSELY_SORTED,10,117180.0,67800.0,541900.0,316,672
Bubble Sort,100,INVERSELY_SORTED,10,7390.0,6900.0,9300.0,4950,4950
Insertion Sort,100,INVERSELY_SORTED,10,54210.0,47900.0,71500.0,4950,4950
Selection Sort,100,INVERSELY_SORTED,10,66950.0,40500.0,110800.0,4950,100
Heap Sort,100,INVERSELY_SORTED,10,19380.0,9900.0,83200.0,1511,516
Quick Sort,100,INVERSELY_SORTED,10,10640.0,8000.0,16600.0,654,444
Merge Sort,100,NEARLY_SORTED,10,88750.0,67400.0,135900.0,540,672
Bubble Sort,100,NEARLY_SORTED,10,9260.0,5600.0,21100.0,4905,2413
Insertion Sort,100,NEARLY_SORTED,10,45200.0,40700.0,51600.0,2509,2413
Selection Sort,100,NEARLY_SORTED,10,70150.0,38900.0,115400.0,4950,100
Heap Sort,100,NEARLY_SORTED,10,18240.0,14800.0,43400.0,1646,572
Quick Sort,100,NEARLY_SORTED,10,11090.0,9200.0,12700.0,593,420
Merge Sort,100,RANDOM,10,133060.0,90000.0,341400.0,536,672
Bubble Sort,100,RANDOM,10,12990.0,5400.0,26100.0,4949,2604
Insertion Sort,100,RANDOM,10,41720.0,33800.0,45100.0,2698,2604
Selection Sort,100,RANDOM,10,68880.0,40400.0,110800.0,4950,100
Heap Sort,100,RANDOM,10,14410.0,13200.0,18200.0,1651,578
Quick Sort,100,RANDOM,10,11130.0,10300.0,12300.0,632,449
Merge Sort,100,SORTED,10,137630.0,69100.0,304800.0,356,672
Bubble Sort,100,SORTED,10,1650.0,200.0,14300.0,99,0
Insertion Sort,100,SORTED,10,19060.0,6200.0,29800.0,99,0
Selection Sort,100,SORTED,10,650440.0,31500.0,6005700.0,4950,100
Heap Sort,100,SORTED,10,16560.0,14600.0,20200.0,1772,640
Quick Sort,100,SORTED,10,8700.0,7600.0,12100.0,649,429
Merge Sort,100,INVERSELY_SORTED,10,69030.0,62900.0,82400.0,316,672
Bubble Sort,100,INVERSELY_SORTED,10,8040.0,7000.0,9600.0,4950,4950
Insertion Sort,100,INVERSELY_SORTED,10,46420.0,22300.0,51300.0,4950,4950
Selection Sort,100,INVERSELY_SORTED,10,67170.0,43700.0,104800.0,4950,100
Heap Sort,100,INVERSELY_SORTED,10,15640.0,14200.0,18700.0,1511,516
Quick Sort,100,INVERSELY_SORTED,10,9300.0,7600.0,12200.0,679,363
Merge Sort,100,NEARLY_SORTED,10,92960.0,67200.0,178400.0,546,672
Bubble Sort,100,NEARLY_SORTED,10,9280.0,5600.0,21500.0,4830,2388
Insertion Sort,100,NEARLY_SORTED,10,41270.0,33700.0,56100.0,2483,2388
Selection Sort,100,NEARLY_SORTED,10,69900.0,40800.0,135600.0,4950,100
Heap Sort,100,NEARLY_SORTED,10,17050.0,13700.0,22900.0,1660,579
Quick Sort,100,NEARLY_SORTED,10,11830.0,8000.0,27100.0,630,468
Merge Sort,100,RANDOM,10,85120.0,69300.0,110300.0,547,672
Bubble Sort,100,RANDOM,10,9240.0,5600.0,24700.0,4922,2488
Insertion Sort,100,RANDOM,10,72470.0,49000.0,135500.0,2582,2488
Selection Sort,100,RANDOM,10,157850.0,35500.0,421700.0,4950,100
Heap Sort,100,RANDOM,10,20980.0,15800.0,32400.0,1675,586
